words,sentiment_coeff
oke,-1.0361169404614734
politik,1.1265149321336088
lucu,-1.0167328075834396
lepas,1.0374723984949172
akun,-1.0698934164525626
vallen,-1.0359948078138206
alam,1.0774466693739086
gila,-1.009203164688877
deket,-1.0851158886773469
ramai,-1.0805663579511768
ambil,-1.001546803464125
oh,-1.0429197121088463
so,-1.0378800973927984
istri,0.9836651214390599
islam,1.1791140461997482
no,-1.0937892651770644
aneh,-1.009790610803231
kakak,-1.0340719075187463
benci,1.0393079582092801
sma,-1.014251076968486
keras,1.0337845029496548
doi,-1.0468632825092914
urus,0.9919640434571132
muncul,-1.0212911443614985
turun,1.0006532603256342
bodoh,1.0679925701081658
tangan,0.9929209920800292
kak,-1.0396476789944047
laki,-0.993456544527014
utama,1.038677411718698
and,-1.02291004350963
setan,-1.0170120058778893
bingung,-1.0555984430054624
perintah,1.0950418458142295
lulus,-1.0330863391242384
wanita,1.0617973862275105
hp,-1.1051795286041783
kamar,-1.0607236391711954
sok,1.0112509229469386
duduk,-0.9832859341102503
jahat,1.0142586119311816
serius,-1.0208116251093358
hehe,-0.9990915090423418
ikhlas,1.053863206001666
ribu,-1.021139013369828
sore,-1.0709953804031802
jujur,-0.987089621351027
sibuk,-1.0101580190412707
jokowi,1.098472245138215
x,-1.0863521088097596
dar,1.0657767969059413
libur,-1.037479990532458
amin,1.063747019577776
kota,1.0196156813979496
perhati,-0.9843377824297969
tenang,1.0026113721357235
chat,-1.0424663917941361
adik,-1.0139870514680647
sukses,1.0732829378912758
bentuk,1.0826628478617977
s,1.0268384978808969
belah,-1.0408236170547782
pimpin,1.1372503687443254
sexual,-1.0322829074026054
partai,1.1929431826936425
dasar,1.064882257845743
pandang,1.0643331557346523
henti,1.0036513462748016
negeri,1.1194455637685323
sungguh,1.078953754004696
korban,1.0546524948564073
berat,-0.9938396225006054
minum,-1.079751284099043
loh,-1.012458640795272
up,-1.0564503991938285
jual,-1.0467477539008658
sampah,1.0521928271016596
barang,-1.048831754161036
bayang,-0.9843395599363267
warga,1.0968945284556115
menang,1.0725127736609552
pesan,-1.0755332632211034
mobil,-1.0421102133039013
swt,1.1483690959235835
bangsa,1.220248839477508
badan,-1.0351475826197651
video,-1.1054165730388044
bang,-1.0552990736638097
keren,-1.0700248291003331
buku,-1.0474403897730113
lawan,1.0854012627001994
mantan,-1.004599183205019
tolak,1.036090364231362
btw,-1.0215413834664355
mending,-1.0443651348538345
paksa,1.0037125582313549
motor,-1.0809318883516668
uji,-1.0022449808959197
gede,-1.078121577121147
mimpi,0.9763720836283901
obat,-1.0435970764928038
gagal,1.0295045527768258
t,1.0162367396519285
it,-1.0384313181884344
saudara,1.0829004081064062
sd,-1.0911533645567175
muda,1.0096030945275007
asli,-1.067689965661184
of,1.0927999049560881
arah,-1.018085058032683
masyarakat,1.1444877870692407
nilai,1.033477245769589
hukum,1.118124842649834
komentar,-1.034069023185326
lahir,1.0625750224799233
kepala,-0.9912495172169211
nomor,-1.0609735295719873
atur,1.0928462469709181
bahas,-1.0208624748919986
ikan,1.1372375817264757
banding,1.0460470147240477
ngapain,-1.0367430736427794
inti,-0.9727622890284875
sumpah,-1.009964836504197
lindung,1.1413696470180832
ngeliat,-1.1052991218601929
sahur,-1.126496037843787
paket,-1.0523894226255135
buruk,1.0500245536929937
ampe,-1.1173420505705485
menit,-1.077043661241028
calon,1.0169291616509193
lancar,1.0134502331275697
situ,-1.033192594159332
kaga,-1.083763252866191
cita,1.0982426960337186
daftar,-1.0204353285134717
rusak,-1.0125160887906115
y,-1.0678735187154358
min,-1.060821565082441
luka,1.0455561379404177
ujung,-1.0039740955881733
maksud,-1.0305181450690988
layan,-1.0109598756884244
batas,1.0040176841147768
khawatir,-1.0099680363235497
bela,1.087706558277226
kuasa,1.1404353732803565
dm,-1.033812835212435
kaki,-1.0353789863148886
acara,1.0436165558850568
hak,1.1168865215512886
asik,-1.0731988750000028
tindak,1.1071689196202745
bunuh,1.1744063567365195
ayah,-0.981472355024478
pribadi,-1.0070321176683223
mba,-1.0799309778647759
ganteng,-1.0086462820461854
antri,-1.0949615609975176
pintar,1.0203308292888804
manis,-1.0005411502888846
damai,1.0872033887554255
peduli,1.1120104226780005
orangtua,1.0196249898404344
berita,-1.0261835150473535
trauma,-1.0125535191489181
tulus,1.100958124094098
dokter,-1.05574320115888
wkwkwk,-1.0887468579661226
status,-1.051050929992323
ilmu,1.0905924966253904
telepon,-1.1451987798093057
tol,1.0659079764868076
kecewa,1.0479591690226624
amp,1.1594924250707905
panggil,-1.011358241567625
kampus,-1.018321370781879
erti,1.0435778524879238
pegang,-1.042112228446649
macet,-1.0708187042314719
cipta,1.1807627093321502
daerah,1.0265723867833463
abang,-1.0567426787795822
bangga,1.1596060679459514
heran,-1.029502690208479
gilir,-1.0618151715763005
hujan,-1.0055204882381719
sepi,-0.9969692534231449
engkau,1.1094105869695197
wajah,0.9881006678757464
grup,-1.0819913242299857
masak,-1.076033325763702
maha,1.1094547162906125
sesuai,1.053959375190694
yaudah,-1.0623340609539607
drama,-1.0568612623089804
mandi,-1.131199973422485
kaget,-1.0974103404902351
ruang,-1.0322934156112415
jabat,1.1244906814119242
aman,1.0427686177494937
bla,-1.062894203191488
umat,1.161129442647135
for,1.0812265096517162
bosan,-1.0411524811976063
dosa,0.9918964323080913
lho,-1.0372294127688841
lemah,1.0984438381176282
berkah,1.0787964768757372
dek,-1.0249676934167125
on,1.0358928470545117
gubernur,1.1286332681414302
ko,-1.0346586191259917
ganggu,-1.052388592984504
ramadhan,1.010332249549902
pancasila,1.1921949698333625
janji,1.0484594179185198
kampung,-1.0221383338896528
tanah,1.0862917503518628
pisah,1.0007021838878603
rela,1.0360761134382601
korupsi,1.1675856808317253
anjir,-1.1163177992847801
tiket,-1.098327795308893
telat,-1.110600817077516
kuota,-1.0306013886290954
sholat,-1.0481611887998854
plastik,-1.0782445547507897
nyanyi,-1.079620302434057
hebat,1.1184160353171595
bahasa,-1.0188024740852164
smp,-1.1323671193560023
bank,-1.0877589533997112
aing,-1.098413161414929
mesti,-1.0759206632043836
keluh,-0.9980075750171848
koruptor,1.1619701285900632
sikap,1.0481606808973496
jarang,-0.990205690051213
jelek,-1.0075045644458622
tadu,-1.1111813689582715
macem,-1.0446850970958252
contoh,1.140369501982805
polisi,1.0205399633486034
kawan,1.0377964216722597
time,-1.02384608933417
dengerin,-1.0628335997440777
tani,1.0410096383416134
tim,1.0973471140162734
b,-1.1151467304054774
darah,-1.0631181995237964
guru,1.0144145204423134
rambut,-1.0620420951777079
huhu,-1.0607297042644916
speak,1.077188813466787
kopi,-1.0228469440318244
wajib,1.0520444774772275
emak,-1.0281638064531156
goda,1.0557023914048649
maju,1.15468265154165
is,1.07811349810492
seru,-1.0661759803008357
lapor,-1.0470593068474217
bro,1.0383013151646503
didik,1.1097349921176793
izin,1.0542664591347237
jogja,-1.0266044310835711
nyinyir,1.0633210900644166
musik,1.020590931264917
wajar,1.0882988828806381
yak,-1.0580368871416965
bu,-1.0327588237874519
sekian,1.009150424261039
sempet,-1.109811860010335
ma,-1.0713980109356147
pasar,-1.032279799213869
program,1.0820276861298803
bahaya,-1.0382439257687543
media,1.074927895422063
nyala,-1.0869620192378342
instagram,-1.049532246265144
panas,-1.0143285149848478
serah,1.0212396981543685
efek,1.0197448158612035
duluan,-1.044581353169995
pindah,-1.0370473021429831
harassment,1.0437899107283106
data,-1.0373424397944202
hadir,1.1365614565491822
salam,1.1010560552952096
buang,-1.0083400761340566
kosong,-1.0555571480406216
barusan,-1.1083414511714276
ayo,-1.0243784658432347
lebay,-1.0180900250322564
ibadah,1.0977238101808
teriak,1.003233794951558
deg,-1.0922205669005358
bau,-1.1451719424504592
sengaja,-1.0170243210583105
setia,1.0745733107114894
k,-1.1344372430540322
kaum,1.1147767062240186
mulut,1.0065369933796853
pintu,-1.020484086783217
lampu,-1.1160150660487689
tanggung,1.009252747801605
rajin,1.0295725688086734
fokus,-1.0044277698394068
surga,1.0610193157884196
cek,-1.1359329335428106
goblok,1.042527470643459
detik,-1.0057140409665744
zaman,1.0586931120977174
merinding,-1.0549560105179985
birthday,1.0685563038899966
duh,-1.0801793778317443
thr,1.0369939640107817
sisi,1.0993154316726368
lengkap,-1.035236524385073
hmm,-1.090942654430414
kudu,-1.1171074567139676
cium,1.0412655981474432
jari,1.0647465364628745
skripsi,-1.0240529796990485
solusi,1.0378628961586454
samping,-1.0328298896207426
alami,1.0897254901148217
parkir,-1.0926510326023853
tatap,1.0013394303859562
sifat,-1.0209403723027162
tukang,-1.0667824546475109
bakar,-1.0397641380868112
jemput,-1.0385246659936844
lelah,1.0054583794259224
lari,-1.0879311449258786
be,1.120171864176538
betapa,1.0895136547329776
perut,-1.1067183155629292
rezeki,1.1279105782151317
rencana,1.0320558990100261
cemburu,1.0632382742593185
nunggu,-1.05184533187878
bahak,-1.164000901774489
sang,1.1853736490411688
masjid,1.0559855044030337
cocok,-0.9966913341977991
rupa,1.1308470671080297
bong,1.0851809683990807
bola,-1.034580211315569
jadwal,-1.0968587226681803
tolol,-1.07335466022653
all,1.2063745725284125
this,1.0653659616743152
bohong,-1.037766573384496
tarik,-1.0130238173049517
mudik,1.0160249097242426
gojek,-1.195702708515686
pusing,-1.1266257885707567
kesini,-1.0539292139656404
hapus,-1.0097779772801696
fitnah,1.0678421890503154
cc,1.1755412672926675
hancur,1.0500645604986996
tanda,1.078556468753098
meni,1.023697147587736
allaah,1.2359648619404782
gambar,-1.0315687823133741
medsos,-1.0558128909669708
posisi,-1.063824734230141
we,1.0653536706499442
dn,1.132162352905483
tipu,1.0369254672641903
kabur,1.049985675455748
belanja,-1.0661668094285903
kondisi,1.045927695091487
merah,-1.035623586887888
gegara,-1.1416690836163592
tangga,-1.032131663691951
bebas,1.0353717495064338
males,-1.103213803222147
guys,-1.0553999067966218
anjing,-1.0321788098729567
jurus,1.0148694556577285
kelompok,1.12550711623295
much,-1.0757646258125353
juta,1.0072233544849774
gampang,1.018608948522139
curhat,-1.1015920770381498
sempurna,1.2185019019477636
gereja,-1.0756923451416966
tonton,-1.0413196777432396
hitam,-1.0166180921468304
putih,-1.007713898405401
malas,-1.043083813265068
sosial,1.1600726184523937
kagum,1.09469967231408
jago,-1.0407517350370683
p,-1.0787941197757467
tuk,1.0832120290558238
info,1.018876107440889
fisik,1.07381265384637
cuci,-1.0970200850585794
at,1.0590949730718267
tbtb,-1.1433330112044666
pasien,-1.0365960294693997
wkwkw,-1.0939191319197088
saran,-1.0423922919700137
ayam,-1.142955982435405
sembuh,1.0501032322969208
kencang,-1.0898038115667386
romantis,-1.028029293574703
bal,1.0277572375769435
juli,1.0723985256846125
lumayan,-1.1012674420215005
mie,-1.171721124853701
terang,-1.0864735188686747
tiada,1.1203675112472697
berfikir,1.0817698172192856
laksana,1.1551503773160365
album,-1.0673064076119863
sejati,1.1761114620126496
bule,-1.040956021433119
kumpul,1.0566144828199646
tengkar,-1.061810361865019
not,-1.0408698602074402
mak,1.0457815526494674
th,1.0304164236283302
sepupu,-1.0414903049124165
ngatain,1.085199747351139
thread,-1.0499260800692571
karya,1.1382623156659433
langgar,1.1975662817226844
bandung,-1.0796026070919507
tingkat,1.0898189702338759
gub,1.1013527515434074
but,1.050046742230645
tumbuh,1.0898363018137536
korea,-1.0386030586712136
please,-1.062098382989928
kalimat,1.0072167154100087
rubah,1.117034493354364
giat,1.0752721842272823
berangkat,-1.0714547288759324
lingkung,1.0114446073588927
muslim,1.1594916128357506
kafir,-1.1147852116713115
dewasa,1.063555617725406
internet,-1.0547222240342065
olah,1.081869419207075
manja,1.0362629249642688
senin,-1.089351218641661
kah,1.0788850165584498
driver,-1.17232419483477
normal,-1.018210787331852
layak,1.169321293280711
kelak,1.135306959388162
bangkit,1.14698512451398
bukber,-1.1111353160517572
surat,-1.0602704009141428
imam,1.1515173891552075
hahahaha,-1.0806993086309202
putri,0.9825913596013252
tetangga,-1.0593022442193436
gempa,1.0692719634080978
langkah,1.154309725625199
inspirasi,1.1318398795213287
mahasiswa,1.044045114657996
solo,-1.0336893162333485
bijak,1.1966651134259252
jantung,-1.005479152672118
langit,1.0729423318221025
hamil,-1.0384731463188022
murah,1.1251755555629448
amal,1.1920037906194059
well,-1.103432101831881
kasar,1.0602593052824616
jalur,-1.032071835223499
sederhana,1.1080966363943712
tokoh,1.2106379138337384
miss,-1.0952548884563946
modal,1.0470920228742473
fans,1.1061763826687148
lelaki,1.089443335309442
om,-1.0356759690477957
order,-1.1841423317579223
kenang,1.084848837120079
gaya,1.0106299795709273
bupati,1.139104802123051
gaji,-1.087545061306817
hotel,-1.063492406502806
dki,1.170250887470138
dear,1.1024957123677541
super,-1.0557353086870023
usia,1.0883281038944093
jawa,1.0826494625491772
sebentar,-1.0135150873181007
h,-1.0663771142437226
galau,-1.1769622077060555
fakta,1.1525625283133119
duka,1.0868965881273345
aduh,-1.0875979206314155
parno,-1.2065313005975489
khusus,1.115693896132837
hormat,1.2938099858090566
jenis,1.092045238700227
miskin,1.0833450986766768
panik,-1.0879585896173307
proses,1.0855771620779493
c,-1.0698385325300415
sepatu,-1.07244093384799
miris,1.0894132804589538
omong,-1.0615097246268665
tagih,-1.0805428498451972
kost,-1.1453384216551072
krl,-1.1320026285879856
mental,1.0880168945324549
kejar,-1.0501426662349513
kereta,-1.0624863139623753
ali,1.1574889426413486
pura,1.0899650166839359
with,1.0661971678950786
cebong,1.1494418543561646
hujat,1.0231063568865417
listrik,-1.0543579888910588
kucing,-1.0694555062925954
tamu,-1.0266481689595541
lokasi,-1.0421340271289925
best,1.1019471853083833
suci,1.107609060604819
update,-1.1713918459368307
degdegan,-1.1074690375740894
istirahat,-1.058997818263617
subuh,-1.0861779415479142
ragu,1.0720026836901582
elu,-1.048318733610449
nyokap,-1.0867628163780043
tangkap,1.0894131950873271
segitu,1.019489781247108
mundur,1.11910967935276
kecuali,1.1040666876042933
manfaat,1.1943865978595094
laut,1.0513587549432428
ka,-1.0264380328338003
juni,-1.0564168377739058
bpip,1.2225282755467828
tubuh,1.0832234210571559
bom,-1.036391740225749
alias,-1.12371475111817
siksa,-1.027530191966915
sosok,1.114685956300342
bubar,1.2146756113006347
sistem,1.0837762648745968
netizen,-1.053151866988443
aplikasi,-1.1345345179372341
story,-1.0885288002276736
semester,-1.0391738180226
canda,-1.059525841869378
dpr,1.1102064195128183
prof,1.1265982266883379
emosi,-1.1122769183329533
pilpres,1.1546283255992886
bersih,1.132656659639189
mulia,1.1994839114888523
digituin,-1.079229786435357
nongkrong,-1.1136292165600952
koko,-1.1435349361757037
adil,1.1319505965635315
dangdut,-1.0712349789992601
bunda,-1.0046495498188746
versi,-1.0664278568540333
terkadang,1.1338156643202353
haru,1.0365300120433174
sapa,-1.0145689687284698
jijik,1.028737266008433
fix,-1.0395251065399527
nasi,-1.128973180072098
maki,-1.030124701500255
larang,1.1367968543780698
al,1.0594210743697612
sangka,1.0989475105170352
or,-1.1085158628053096
daya,1.152621755068262
ketua,1.133281240603206
lempar,-1.0271714011090833
lambat,-1.064380649185792
dingin,-1.052459597528404
hadiah,-1.039417971347534
ayat,1.0557909847095845
jodoh,1.1102142174724896
yaallah,1.038194214955712
rendah,1.1534382944811377
ribet,-1.175228750565998
buru,-1.0264454206831106
nenek,-1.0538244666590362
why,-1.0686570427602435
maling,1.1151650976367717
awat,-1.1021661352441983
kutuk,1.3037739941692745
life,1.0875650529780683
sidang,-1.0488822333534746
neng,-1.1109378852583616
bisnis,1.0298641312159296
la,-1.0714961760652082
bunyi,-1.078448647535825
kampret,-1.0930688160592594
egois,1.1222074142036513
taun,-1.1166263155675262
jt,-1.0554313678911798
sinar,1.1223810894678987
tabung,-1.0466114014423968
day,1.1195277747868357
dada,-1.1132387471387553
un,-1.0483298631343743
dadak,-1.1233497112275246
dosen,-1.0290786844997537
gelap,-1.0079217661943647
rapi,1.1111645965535422
good,-1.0732771373268888
tipe,-1.0399199502720642
gantung,1.0646003724767994
rt,-1.061638638262314
one,1.0739589700560779
anti,1.1132137103569835
kualitas,1.0562618768644816
netijen,-1.0286389089442283
saking,-1.0800913543629682
mahal,-1.1212061361984256
ato,1.0595131557146478
nada,-1.0465320008161698
asih,1.1945832218200123
alamat,-1.118468404706407
bentar,-1.0845060931310186
tong,1.1762618129892006
telinga,-1.0208347202207912
dana,1.0921798060635135
cucu,1.015074228443711
akibat,1.0746530226088737
hitung,-1.0035666997768984
rejeki,-1.0323745210977788
anies,1.1284898652760587
nasib,1.1297684314483398
sopan,1.0237767721930038
e,-1.0988727315513394
desa,-1.0529346872094103
kiri,-1.1085135943731752
santai,-1.0258296332669588
sepeda,1.009375314831402
sisa,1.0233553260623807
sombong,1.046688943199441
kaos,-1.0697977115079698
teh,-1.1197088167896052
mari,1.094042588987116
jaring,-1.099556724975225
are,-1.0830534708360693
materi,1.1153145463486287
kisah,1.1500905326436455
iman,1.1441686200500043
anggota,1.2125624424612755
angin,1.0325474644890948
pecah,1.0142806928619872
sejarah,1.0833767862803148
ilang,-1.1118495341145969
sesak,1.074524158405004
thanks,1.0769172213418123
oppa,-1.1204607957085444
rugi,-1.0803370213929335
ekonomi,1.154145760934407
stress,-1.1102694432744102
goreng,-1.151846510647885
pantes,1.0695355115826457
receh,-1.1162008110981658
bahan,-1.0368890627695533
lapang,1.0337138326876674
m,1.0640636170258893
stasiun,-1.0995489690673237
bidang,1.1756488288559521
teroris,1.2427321198019712
yuk,1.0531365871863048
wujud,1.2321625878759161
online,1.0321976426813868
nkri,1.2217623940355837
do,-1.08043696758066
gratis,-1.1164645519988836
kakek,1.015947824463588
bimbing,1.0439758952651532
bener,-1.0557545802899424
adu,1.1212471848211223
radikal,1.1722657499864122
halaman,-1.0945341012895087
jarak,1.0304324356046042
putar,1.0381005696649532
tante,-1.0786129394445416
aa,-1.0418695314001898
member,1.015435597880664
seksual,1.1853691821737893
juara,1.2089251106777898
lapar,-1.0739357174090618
kesan,1.1197646590724901
rokok,-1.0250853678770038
akhirat,1.1747212419573723
like,-1.0813687864146184
o,-1.087053449309165
arab,1.1695415796149145
internasional,1.1466714432179186
kanan,-1.1436267048669788
hawa,1.0545204317416657
ngantuk,-1.0879149958258805
sby,1.0641928486259993
gerak,-1.0631364939685242
penjara,1.1285604727795675
aktif,-1.0304575300007652
perang,1.2570203782198544
resi,-1.150638890583777
cabul,1.173507603409253
kpk,1.1879393156272866
amanah,1.2662506012936199
bocah,-1.1268415829237324
latih,1.1233945331905801
ha,-1.0909628117152588
pantai,1.0657169586941708
saing,1.1447560163920267
tau,-1.0791508293982193
bayi,-1.1129261898185487
malaikat,1.172355982850907
jerman,1.1100283630110797
debat,1.0529034747037487
sms,-1.162859337007374
bunga,1.016144597343432
now,-1.077505842710147
nusantara,1.1750002407752798
solat,-1.0629448429627515
your,1.136716913405363
susu,-1.1414835550837024
positif,1.1145134104247967
bri,-1.1553834016814917
mbah,-1.034774957614643
bekas,1.1218559511842825
baby,1.0337972515610916
god,1.0579093098830834
kasur,-1.061520973407264
maklum,1.080444298645576
bocor,1.1459015740035703
bet,-1.2143083630739286
warna,1.0346030910191777
menteri,1.1539040061631034
bibir,1.0723998697541761
lembut,1.0635961408074077
jelang,-1.1147269965973823
tv,-1.1280764645539718
minder,-1.0392248643273823
politis,1.1130328165060133
tengok,-1.1129183037057087
geli,-1.0780743745688655
was,-1.046486369443476
repot,1.068219886445863
move,1.0696102774551635
facebook,-1.1458932877717427
pki,1.222437949125339
pks,1.2249388066911657
koar,1.1218753832459456
api,1.082171505815308
sial,-1.1256708779203122
sudut,1.1658386432354761
alay,-1.1518200189921595
galak,-1.0533914358042098
favorit,-1.08052558349315
rp,1.0437079266779878
ampun,-1.0718400668752592
sia,-1.0411816948429344
goyang,-1.150813704874432
angkat,-1.1080471879384948
stay,-1.058092624179826
download,-1.1871284137190588
jelasin,-1.1051205957737908
google,1.0715365750727301
pinjam,-1.0672632470540049
mandiri,-1.1487507080030612
potong,-1.1013565145490973
moment,1.082857997965922
demokrasi,1.247785934118094
nge,-1.0485188837890538
pendek,-1.1292579467675397
da,-1.1290407390645603
profesional,-1.1122216959107611
hantu,-1.0718950307566826
gitasav,-1.110618770022254
sila,1.1493168773850047
halo,-1.0782130606251237
maksimal,1.032637902980784
keliling,1.036813017415993
tulang,-1.0524892803302757
batu,-1.0049640813323264
murid,1.0537234324897484
sesat,1.233813010730122
target,1.1038186505283263
feeling,-1.0979611156330242
buta,1.1617069917262273
block,-1.0817639949859252
nyalahin,-1.0458997531988623
tawar,1.095230670094457
dok,-1.138237264657277
tumpang,1.0758482026337879
ratus,1.0839144174555813
team,1.1084779019897977
horor,-1.1487782582852917
dompet,-1.1196428950328654
ribut,1.0903770752551032
logika,1.0736720810612905
informasi,1.1050021469739801
budak,1.090287722452525
im,-1.1213705015593902
asing,-1.0532761641974264
bulu,-1.067271846030418
kunjung,-1.0540905388505784
es,-1.1103307732751113
tes,-1.0644566072517039
sentuh,1.063667620079804
rawat,1.1012642823860515
lol,-1.1656762869148005
celaka,-1.0656553368951232
budaya,1.1180584703910883
ramah,-1.0475183006549105
yaaa,-1.0822336819878808
nyinyirin,-1.0929800725341932
bos,-1.0776260924818197
konten,-1.0761759089484546
yo,1.052396755638425
citra,1.0608820128574612
nongol,-1.0944072706859769
mantap,-1.1070442438850046
rebut,1.0717381417128449
senantiasa,1.1947156435228543
